anal_year,year,sex_id,sex_name,rei_id,rei_name,measure_name,lower,upper,val,val_ref,lower_ref,upper_ref,position,interval_overlap
2019,1994,3,Both,125,Low physical activity,DALYs (Disability-Adjusted Life Years),581016.3505842059,2501243.680800701,1235705.4673898427,1307688.245012779,591980.2374322849,2061449.0310875096,within,overlap
2019,1994,3,Both,147,Diet low in calcium,DALYs (Disability-Adjusted Life Years),133709.1681406551,217366.11360686863,171178.02370760808,133454.91115418408,105169.11233929112,167088.51112839757,below,overlap
2019,1994,3,Both,333,Diet low in legumes,DALYs (Disability-Adjusted Life Years),798456.8591360732,6382712.0414776765,3887825.65463884,1407887.4784200313,-1263416.737357507,3449792.0351830563,within,overlap
2019,1994,1,Male,111,Diet low in fruits,DALYs (Disability-Adjusted Life Years),337987.07261073805,758050.8080032035,559786.0905911723,712297.5431177478,295159.8054215909,1085904.7814180823,within,overlap
2019,1994,1,Male,112,Diet low in vegetables,DALYs (Disability-Adjusted Life Years),119635.80500870293,407910.2701079786,275434.8202883097,385215.4900606144,212409.30692031223,578689.3983411124,within,overlap
2019,1994,1,Male,113,Diet low in whole grains,DALYs (Disability-Adjusted Life Years),599842.3939314312,1666339.6221218074,1310890.093499031,1179966.339811953,621760.9370190599,1690815.1852146336,within,overlap
2019,1994,1,Male,114,Diet low in nuts and seeds,DALYs (Disability-Adjusted Life Years),51006.50162708977,218623.08500708803,122666.47053832194,188035.44726507203,51942.85082720021,318813.75368478615,within,overlap
2019,1994,1,Male,115,Diet low in milk,DALYs (Disability-Adjusted Life Years),35524.20545464942,130104.22843697766,82308.06392227253,49243.22579708625,12892.670495969054,88125.2243415317,within,overlap
2019,1994,1,Male,116,Diet high in red meat,DALYs (Disability-Adjusted Life Years),456109.0958076476,1251227.8501645096,856896.9127515941,595860.1831905512,-615.342423745831,1025452.057144306,within,overlap
2019,1994,1,Male,117,Diet high in processed meat,DALYs (Disability-Adjusted Life Years),254927.3012308885,1008790.8946911368,650281.2175854923,799543.3315282053,213336.15383896185,1283757.0887813212,within,overlap
2019,1994,1,Male,118,Diet high in sugar-sweetened beverages,DALYs (Disability-Adjusted Life Years),128383.6489885211,349857.4033759444,249551.49372541203,118366.52319766094,46519.32644211946,193247.16193150688,below,overlap
2019,1994,1,Male,119,Diet low in fiber,DALYs (Disability-Adjusted Life Years),255007.4147090646,758835.0327606631,497347.080550291,609707.4506258692,296428.7920467721,893133.3309083688,within,overlap
2019,1994,1,Male,121,Diet low in seafood omega-3 fatty acids,DALYs (Disability-Adjusted Life Years),151673.85329268925,254948.0286972276,216675.1316764335,506619.286149678,100149.75920254202,869432.8034459451,above,overlap
2019,1994,1,Male,122,Diet low in polyunsaturated fatty acids,DALYs (Disability-Adjusted Life Years),17777.793155750984,146426.43537149814,67443.61612135085,242752.1496615277,-583030.7414570219,931039.040725411,above,overlap
2019,1994,1,Male,123,Diet high in trans fatty acids,DALYs (Disability-Adjusted Life Years),49415.80965883005,1176390.215258032,868874.0838007265,641480.2741662962,60288.96425659687,1182064.0005024716,within,overlap
2019,1994,1,Male,124,Diet high in sodium,DALYs (Disability-Adjusted Life Years),25810.50591024991,1385590.4022737397,431143.51253799326,368459.0478700949,1845.0720194769729,1334965.366714195,within,overlap
2019,1994,1,Male,125,Low physical activity,DALYs (Disability-Adjusted Life Years),128557.00869412928,678766.1253939315,318108.16274602344,158021.6859316901,65498.0882601788,280713.4418608773,within,overlap
2019,1994,1,Male,147,Diet low in calcium,DALYs (Disability-Adjusted Life Years),23130.4750079084,78773.18107604682,45954.325207249305,7679.821009288887,3962.6326458516455,12327.436585163134,below,no overlap - reference below
2019,1994,1,Male,333,Diet low in legumes,DALYs (Disability-Adjusted Life Years),221374.8053109442,1618957.364486324,970560.4919843546,354871.18174158374,-293605.3823297088,908962.3917483328,within,overlap
2019,1994,2,Female,111,Diet low in fruits,DALYs (Disability-Adjusted Life Years),267493.4330692251,552128.5996687821,416610.8611366533,511204.54316888016,213242.4595774796,786534.3140579993,within,overlap
2019,1994,2,Female,112,Diet low in vegetables,DALYs (Disability-Adjusted Life Years),89297.83853400745,279425.1386901742,189209.5145222692,247096.349079574,146097.5902735584,363860.8878664856,within,overlap
2019,1994,2,Female,113,Diet low in whole grains,DALYs (Disability-Adjusted Life Years),432363.340263202,1099392.2228459148,860097.8147389046,748441.0466417094,353216.5552206788,1128060.665131629,within,overlap
2019,1994,2,Female,114,Diet low in nuts and seeds,DALYs (Disability-Adjusted Life Years),31642.22568140104,136759.59202345632,75971.63073529328,118200.54808518516,31047.735084841588,207338.1663998361,within,overlap
2019,1994,2,Female,115,Diet low in milk,DALYs (Disability-Adjusted Life Years),31031.76421323693,115432.00006483178,73184.24303106843,109618.3819959152,29335.026006599328,187749.63573085496,within,overlap
2019,1994,2,Female,116,Diet high in red meat,DALYs (Disability-Adjusted Life Years),475912.4323851877,949606.6152737682,714160.9806268943,584920.5311872242,-334.24183782094246,1034381.0949899724,within,overlap
2019,1994,2,Female,117,Diet high in processed meat,DALYs (Disability-Adjusted Life Years),231384.6971265544,672494.9091821032,457014.289392703,590615.9109775702,141055.38970937429,995435.7952412018,within,overlap
2019,1994,2,Female,118,Diet high in sugar-sweetened beverages,DALYs (Disability-Adjusted Life Years),105663.02832011238,259421.0802840226,185421.51587756336,121046.5141553414,54067.69127799802,188666.25054379727,within,overlap
2019,1994,2,Female,119,Diet low in fiber,DALYs (Disability-Adjusted Life Years),232323.0708015141,589078.2545408317,411975.2165418488,453423.8968384452,201705.0609060046,705390.3244962639,within,overlap
2019,1994,2,Female,121,Diet low in seafood omega-3 fatty acids,DALYs (Disability-Adjusted Life Years),94390.5968592567,168069.30517063092,140829.05296432585,399722.0137422391,74419.76350359537,712462.0506200515,above,overlap
2019,1994,2,Female,122,Diet low in polyunsaturated fatty acids,DALYs (Disability-Adjusted Life Years),11951.432773860655,95436.0050120335,43313.89453361568,150653.201424749,-353421.5054914553,573059.1103148441,above,overlap
2019,1994,2,Female,123,Diet high in trans fatty acids,DALYs (Disability-Adjusted Life Years),35329.35698661371,724026.2480660144,532251.9070097734,376215.77304431953,33531.43371951868,698622.4807632435,within,overlap
2019,1994,2,Female,124,Diet high in sodium,DALYs (Disability-Adjusted Life Years),19577.07839902266,1079084.6312559051,307487.95498707687,265042.933691987,529.6289905347143,993564.0098201276,within,overlap
2019,1994,2,Female,125,Low physical activity,DALYs (Disability-Adjusted Life Years),316952.3048348767,1005479.8333631476,600290.3142382584,376766.1734019496,156845.74308054603,611488.2099863135,within,overlap
2019,1994,2,Female,147,Diet low in calcium,DALYs (Disability-Adjusted Life Years),14911.582986181184,56564.93282424142,32556.12858355194,46539.56444805663,32153.67328025554,62655.43504534414,within,overlap
2019,1994,2,Female,333,Diet low in legumes,DALYs (Disability-Adjusted Life Years),134077.10190547683,995323.333811679,598106.2265414785,218293.85401390595,-175018.25536055904,583757.9991500976,within,overlap
2019,1994,3,Both,111,Diet low in fruits,DALYs (Disability-Adjusted Life Years),604087.8529532257,1300916.3177325784,976396.9517278264,1223502.0862866305,512633.4937623002,1876994.4132080576,within,overlap
2019,1994,3,Both,112,Diet low in vegetables,DALYs (Disability-Adjusted Life Years),213333.4955997335,681181.6839781185,464644.3348105789,632311.8391401881,359137.9800119372,942724.7119661532,within,overlap
2019,1994,3,Both,113,Diet low in whole grains,DALYs (Disability-Adjusted Life Years),1030449.8335586156,2761682.618910531,2170987.908237935,1928407.386453661,974977.6175603108,2816530.7437932324,within,overlap
2019,1994,3,Both,114,Diet low in nuts and seeds,DALYs (Disability-Adjusted Life Years),85945.22008942097,350858.3377500583,198638.10127361567,306235.99535025755,84511.35365716973,531916.5917491743,within,overlap
2019,1994,3,Both,115,Diet low in milk,DALYs (Disability-Adjusted Life Years),66704.86744862873,245637.69430706944,155492.30695334115,158861.6077930015,42675.463043920594,271047.71593317355,within,overlap
2019,1994,3,Both,116,Diet high in red meat,DALYs (Disability-Adjusted Life Years),953513.281112979,2189915.7481614607,1571057.893378487,1180780.7143777749,-946.752169967087,2079134.1893946568,within,overlap
2019,1994,3,Both,117,Diet high in processed meat,DALYs (Disability-Adjusted Life Years),485729.9704432088,1678211.848452079,1107295.506978195,1390159.242505774,355507.2517027331,2272919.764025706,within,overlap
2019,1994,3,Both,118,Diet high in sugar-sweetened beverages,DALYs (Disability-Adjusted Life Years),237267.04155763143,596625.0092755257,434973.0096029758,239413.0373530024,101984.96777490736,373676.1615412806,within,overlap
2019,1994,3,Both,119,Diet low in fiber,DALYs (Disability-Adjusted Life Years),494384.6256505671,1340312.4747947722,909322.2970921396,1063131.3474643144,501843.97204976704,1595534.2414300863,within,overlap
2019,1994,3,Both,121,Diet low in seafood omega-3 fatty acids,DALYs (Disability-Adjusted Life Years),245119.6045902577,421511.4076379115,357504.18464075937,906341.2998919162,174057.77479111537,1571341.967108598,above,overlap
2019,1994,3,Both,122,Diet low in polyunsaturated fatty acids,DALYs (Disability-Adjusted Life Years),29570.93655201296,241640.99700207487,110757.51065496662,393405.3510862769,-926926.583986958,1510745.3070811986,above,overlap
2019,1994,3,Both,123,Diet high in trans fatty acids,DALYs (Disability-Adjusted Life Years),83571.47990659386,1899168.5903547213,1401125.9908105028,1017696.047210615,93868.8690838806,1887959.495104669,within,overlap
2019,1994,3,Both,124,Diet high in sodium,DALYs (Disability-Adjusted Life Years),45666.705204527694,2469234.747056609,738631.4675250704,633501.9815620814,2529.0272535413533,2320192.0294533093,within,overlap
2019,1994,3,Both,125,Low physical activity,DALYs (Disability-Adjusted Life Years),456121.8766593798,1699966.1844001622,918398.476984279,534787.8593336396,237122.09184877644,872421.8114859004,within,overlap
2019,1994,3,Both,147,Diet low in calcium,DALYs (Disability-Adjusted Life Years),38310.3834226189,136563.261452903,78510.45379080124,54219.385457345474,39206.08069630807,72080.29237211825,within,overlap
2019,1994,3,Both,333,Diet low in legumes,DALYs (Disability-Adjusted Life Years),357235.7329669568,2634196.6954067065,1568666.718525833,573165.0357554895,-464337.2819149409,1499137.1799495418,within,overlap
2019,1992,1,Male,111,Diet low in fruits,DALYs (Disability-Adjusted Life Years),2258227.231754902,4173971.1753277625,3230588.7743261512,5110643.612680372,1562015.6603103462,8075916.074944936,above,overlap
2019,1992,1,Male,112,Diet low in vegetables,DALYs (Disability-Adjusted Life Years),1274743.1460403583,2632617.698968251,1967257.997786899,2178970.3859606497,1103318.6677504848,3156252.996574439,within,overlap
2019,1992,1,Male,113,Diet low in whole grains,DALYs (Disability-Adjusted Life Years),1332875.061507057,3937646.9695408978,3033347.413094985,2586993.204894661,1342920.077150044,3772140.8926730943,within,overlap
2019,1992,1,Male,114,Diet low in nuts and seeds,DALYs (Disability-Adjusted Life Years),1171532.3750661018,2474694.6725337845,1889085.1254579104,2308730.347787618,734391.3528700679,3643334.150465917,within,overlap
2019,1992,1,Male,115,Diet low in milk,DALYs (Disability-Adjusted Life Years),55228.48004584385,114690.02644228212,83456.54043975424,51196.9807181999,26898.147086490186,76259.94837828483,below,overlap
2019,1992,1,Male,116,Diet high in red meat,DALYs (Disability-Adjusted Life Years),146981.4990446715,584815.9441280897,368101.7676600152,21668.15801656832,-25187.2520130308,63590.00344420077,below,no overlap - reference below
2019,1992,1,Male,117,Diet high in processed meat,DALYs (Disability-Adjusted Life Years),165195.0283107023,410436.47914746345,264208.3144910204,152824.08569356106,35698.72439954238,269275.4582366364,below,overlap
2019,1992,1,Male,118,Diet high in sugar-sweetened beverages,DALYs (Disability-Adjusted Life Years),214770.6056293206,382225.1741410786,300210.2376120127,55702.34719313608,22305.084984068228,91878.06409721624,below,no overlap - reference below
2019,1992,1,Male,119,Diet low in fiber,DALYs (Disability-Adjusted Life Years),1076904.3617014566,2683693.492147949,1860637.9400239044,2195890.572541059,850296.7337037971,3362907.8024874404,within,overlap
2019,1992,1,Male,121,Diet low in seafood omega-3 fatty acids,DALYs (Disability-Adjusted Life Years),224264.95471080075,1012266.7545571896,721668.2277663376,2383941.474312593,535247.3621027427,3761125.28966416,above,overlap
2019,1992,1,Male,122,Diet low in polyunsaturated fatty acids,DALYs (Disability-Adjusted Life Years),136034.30365468306,2030669.643661392,1021128.3197337312,1752890.2975070071,-6667648.405068974,6463824.407622943,within,overlap
2019,1992,1,Male,123,Diet high in trans fatty acids,DALYs (Disability-Adjusted Life Years),117692.93436503016,2533100.09526743,1830512.5841117047,778670.7385264703,88630.39064685155,1501108.6670473404,within,overlap
2019,1992,1,Male,124,Diet high in sodium,DALYs (Disability-Adjusted Life Years),212841.2861593028,5315445.643310682,1979370.098141164,1574757.6040609912,116521.80958297956,4467897.908140985,within,overlap
2019,1992,1,Male,125,Low physical activity,DALYs (Disability-Adjusted Life Years),254265.88771817315,1331493.9911909576,612994.254006083,582303.0933369565,245309.37262769789,938519.8892162936,within,overlap
2019,1992,1,Male,147,Diet low in calcium,DALYs (Disability-Adjusted Life Years),64869.7938395503,110033.0930356547,84603.26681323093,52265.53458329909,39462.85943953782,67200.71962696922,below,overlap
2019,1992,1,Male,333,Diet low in legumes,DALYs (Disability-Adjusted Life Years),511469.1271330917,3983496.736605129,2440208.3582510697,860761.0640865654,-789002.6229443059,2125859.927840463,within,overlap
2019,1992,2,Female,111,Diet low in fruits,DALYs (Disability-Adjusted Life Years),1507639.3535319476,2715362.481520306,2113454.5101318364,3499056.3170388155,1233812.8304611887,5430076.868149835,above,overlap
2019,1992,2,Female,112,Diet low in vegetables,DALYs (Disability-Adjusted Life Years),798749.4917752934,1683914.6831174607,1234569.7592566817,1723118.6188911933,904833.103827513,2501990.2104943013,above,overlap
2019,1992,2,Female,113,Diet low in whole grains,DALYs (Disability-Adjusted Life Years),772868.9249609758,2157396.4500966794,1621197.1601742192,1500084.070340757,738460.7034558994,2240995.560108649,within,overlap
2019,1992,2,Female,114,Diet low in nuts and seeds,DALYs (Disability-Adjusted Life Years),611101.1716533296,1345857.8489049878,1001102.209509832,1288888.5636024289,438455.49996442266,2076588.0693836843,within,overlap
2019,1992,2,Female,115,Diet low in milk,DALYs (Disability-Adjusted Life Years),54983.19301622849,112160.55733276757,80750.29704915188,99153.0679114832,27938.78446481657,163097.82217300622,within,overlap
2019,1992,2,Female,116,Diet high in red meat,DALYs (Disability-Adjusted Life Years),120592.77503804164,409422.5513222909,263764.25222138705,92961.84340376836,-4.360977869389803,157189.30390800192,below,overlap
2019,1992,2,Female,117,Diet high in processed meat,DALYs (Disability-Adjusted Life Years),105649.38685061246,254201.8370184215,167506.33768404348,126385.6909281471,27382.79959318189,219853.1789647581,within,overlap
2019,1992,2,Female,118,Diet high in sugar-sweetened beverages,DALYs (Disability-Adjusted Life Years),114840.28275035878,221975.54144203544,168482.78763242892,48038.96929613111,20794.7223561112,75946.08996152991,below,no overlap - reference below
2019,1992,2,Female,119,Diet low in fiber,DALYs (Disability-Adjusted Life Years),692646.9693883018,1677518.861341972,1162867.832656488,1336592.5030068592,474559.9232205525,2150183.9534977693,within,overlap
2019,1992,2,Female,121,Diet low in seafood omega-3 fatty acids,DALYs (Disability-Adjusted Life Years),118890.02137308096,541783.4615401485,373109.9981237043,1479334.8722111585,350880.00073220086,2442356.3833954493,above,overlap
2019,1992,2,Female,122,Diet low in polyunsaturated fatty acids,DALYs (Disability-Adjusted Life Years),68459.14063624006,1079175.5481121847,530426.3005225195,979222.5405187808,-3628005.050054065,3712389.995377365,within,overlap
2019,1992,2,Female,123,Diet high in trans fatty acids,DALYs (Disability-Adjusted Life Years),78310.67290885714,1330730.6424023816,941969.3137052618,427091.0473249651,50401.66135623962,822440.1853700595,within,overlap
2019,1992,2,Female,124,Diet high in sodium,DALYs (Disability-Adjusted Life Years),69266.22773214612,3357897.8572530905,1110541.654424234,935803.3325418608,24135.70763487973,2858854.905307236,within,overlap
2019,1992,2,Female,125,Low physical activity,DALYs (Disability-Adjusted Life Years),274695.74243539834,1068458.0155498416,552702.6861428786,646152.614891082,273081.63219139347,1045142.4433901478,within,overlap
2019,1992,2,Female,147,Diet low in calcium,DALYs (Disability-Adjusted Life Years),54859.50654799707,100850.976922502,75513.46523076379,76325.62267030265,54985.04088608974,97936.86424865368,within,overlap
2019,1992,2,Female,333,Diet low in legumes,DALYs (Disability-Adjusted Life Years),274823.1427410462,2137446.790659358,1278054.5266619828,484253.0590695468,-440347.3051852756,1230178.4381981394,within,overlap
2019,1992,3,Both,111,Diet low in fruits,DALYs (Disability-Adjusted Life Years),3804514.779490497,6795372.43838104,5344043.284457987,8609699.92971919,2741535.3266033707,13399052.83227856,above,overlap
2019,1992,3,Both,112,Diet low in vegetables,DALYs (Disability-Adjusted Life Years),2069175.8446188085,4287853.7515242165,3201827.7570435787,3902089.004851846,2035803.7437612016,5571905.414969048,within,overlap
2019,1992,3,Both,113,Diet low in whole grains,DALYs (Disability-Adjusted Life Years),2124377.2682154807,6006121.661861343,4654544.573269204,4087077.275235417,2130381.1750466293,5997517.190530556,within,overlap
2019,1992,3,Both,114,Diet low in nuts and seeds,DALYs (Disability-Adjusted Life Years),1766370.070361951,3771960.0382573553,2890187.3349677366,3597618.911390047,1169626.6975843827,5597231.75679245,within,overlap
2019,1992,3,Both,115,Diet low in milk,DALYs (Disability-Adjusted Life Years),113955.97794926436,218701.4302286165,164206.83748890608,150350.04862968318,53698.7675017428,234736.04091178352,within,overlap
2019,1992,3,Both,116,Diet high in red meat,DALYs (Disability-Adjusted Life Years),277748.89642208227,987678.9001764456,631866.0198814024,114630.0014203366,-6.560104142444676,166837.17031888838,below,no overlap - reference below
2019,1992,3,Both,117,Diet high in processed meat,DALYs (Disability-Adjusted Life Years),271857.1853651787,653721.3346751377,431714.6521750636,279209.7766217084,64415.5696631945,484554.51036908,within,overlap
2019,1992,3,Both,118,Diet high in sugar-sweetened beverages,DALYs (Disability-Adjusted Life Years),334599.07950581104,591964.714799148,468693.0252444426,103741.3164892672,43500.99063662656,165821.8149515938,below,no overlap - reference below
2019,1992,3,Both,119,Diet low in fiber,DALYs (Disability-Adjusted Life Years),1810947.112172367,4295521.376506254,3023505.772680396,3532483.0755479154,1352313.9038557084,5502374.412628299,within,overlap
2019,1992,3,Both,121,Diet low in seafood omega-3 fatty acids,DALYs (Disability-Adjusted Life Years),345401.0727089943,1527718.821191386,1094778.2258900416,3863276.346523754,884285.6502180996,6164164.566877328,above,overlap
2019,1992,3,Both,122,Diet low in polyunsaturated fatty acids,DALYs (Disability-Adjusted Life Years),204227.6160183673,3116317.3724581525,1551554.6202562514,2732112.8380257925,-10149022.094739426,9967073.771156836,within,overlap
2019,1992,3,Both,123,Diet high in trans fatty acids,DALYs (Disability-Adjusted Life Years),200476.9401494475,3773980.9859848,2772481.897816968,1205761.785851436,139067.19094927434,2280767.6264855405,within,overlap
